"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"101","250","330","0.7575757576","29.4","ND","12.31","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"102","193","330","0.5848484848","2.3","ND","1.92","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"103","111","330","0.3363636364","0.5","ND","0.6","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"104","146","330","0.4424242424","3.1","ND","2.03","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"105","249","330","0.7545454545","24.4","ND","17.24","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"106","223","330","0.6757575758","37.5","ND","25.04","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"107","225","330","0.6818181818","37.8","ND","45.27","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"108","249","330","0.7545454545","14.6","ND","12.49","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"109","231","330","0.7","32.8","ND","19.91","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"110","256","330","0.7757575758","33.8","ND","28.26","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"111","ND","330","ND","3.1","ND","3.73","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"112","265","330","0.803030303","14.7","ND","6.68","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"113","215","330","0.6515151515","12.5","ND","6.23","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"114","115","330","0.3484848485","0.5","ND","0.89","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"115","104","330","0.3151515152","0.5","ND","0.39","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"116","255","330","0.7727272727","14.6","ND","7.76","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"117","270","330","0.8181818182","12.3","ND","5.88","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"118","178","330","0.5393939394","0.8","ND","0.42","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"119","244","330","0.7393939394","146.5","ND","47.2","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"120","245","330","0.7424242424","1.1","ND","3.02","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",32.529028,-79.474561,4.2,"","Beck et al 1997","10.1016/S0025-326X(97)00071-4","n",7.21173554610674e-10
"121","ND","480","ND","5.46","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"122","ND","480","ND","1.97","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"123","ND","480","ND","3.5","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"124","ND","480","ND","3.93","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"125","ND","480","ND","27.8","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"126","ND","480","ND","0.44","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"127","ND","480","ND","41.6","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"128","ND","480","ND","4.81","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"129","ND","480","ND","50.1","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"130","ND","480","ND","72.9","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"131","ND","480","ND","2.91","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"132","ND","480","ND","1.39","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"133","ND","480","ND","10.2","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"134","ND","480","ND","17.7","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"135","ND","480","ND","57.1","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"136","ND","480","ND","0.59","ND","ND","ND","Delphinapterus leucas","Delphinapterus","Monodontidae","Odontoceti","ug/g","WW","1","liver",59.317882,-152.548044,4,"","Becker et al 2000","10.1016/S0025-326X(97)00071-4","n",2.64416442067121e-23
"137","190","256","0.7421875","455.6","16.6","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"138","182","256","0.7109375","97.3","13.58","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"139","131","256","0.51171875","22.5","4.99","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"140","98","256","0.3828125","15.3","0","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"141","103","256","0.40234375","8.5","1.52","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"142","173","256","0.67578125","51.4","11.75","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"143","110","256","0.4296875","89.99","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"144","131","256","0.51171875","21.19","4.45","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"145","110","256","0.4296875","90.5","36.62","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"146","192","256","0.75","1752.2","116.54","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"147","225","330","0.6818181818","181","19.97","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"148","180","330","0.5454545455","70.1","10.7","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"149","270","330","0.8181818182","261.7","17.09","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"150","130","330","0.3939393939","9.6","0","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"151","285","330","0.8636363636","570.49","35.92","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"152","276","330","0.8363636364","1404.9","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"153","150","330","0.4545454545","17.48","1.21","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"154","265","330","0.803030303","453.5","25.56","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"155","150","330","0.4545454545","23.03","4.75","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.2,"","Bellante et al 2012x","10.1080/11250003.2011.621072","n",7.10199420323972e-10
"156","1150","1800","0.6388888889","349","8.3","131","3.48","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.4,"","Bellante et al 2013","10.1080/02757540.2013.769972","n",7.10199420323972e-10
"157","977","1800","0.5427777778","30.9","34.7","13.4","17.9","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.4,"","Bellante et al 2013","10.1080/02757540.2013.769972","n",7.10199420323972e-10
"158","1050","1800","0.5833333333","141","7.17","43.6","7.09","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.4,"","Bellante et al 2013","10.1080/02757540.2013.769972","n",7.10199420323972e-10
"159","1214","1800","0.6744444444","178","11.1","72.3","5.06","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.4,"","Bellante et al 2013","10.1080/02757540.2013.769972","n",7.10199420323972e-10
"160","1120","1800","0.6222222222","89.1","9.8","36.7","2","Physeter macrocephalus","Physeter","Physeteridae","Odontoceti","ug/g","DW","1","liver",40.870889,13.000551,4.4,"","Bellante et al 2013","10.1080/02757540.2013.769972","n",7.10199420323972e-10
"161","ND","330","ND","1524.6","84.1","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",43.115186,14.362496,4.2,"","Bilandzic et al 2010","Veterinarska Stanica 42(2):129-137","n",6.13733769776648e-10
"162","ND","330","ND","603.2","37.8","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",43.115186,14.362496,4.2,"","Bilandzic et al 2010","Veterinarska Stanica 42(2):129-137","n",6.13733769776648e-10
"163","ND","256","ND","179.6","34.3","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","both",43.115186,14.362496,4.2,"","Bilandzic et al 2010","Veterinarska Stanica 42(2):129-137","n",6.13733769776648e-10
"164","ND","256","ND","219.6","18.4","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","both",43.115186,14.362496,4.2,"","Bilandzic et al 2010","Veterinarska Stanica 42(2):129-137","n",6.13733769776648e-10
"165","ND","330","ND","450","28.6","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","14","liver",43.055953,15.506493,4.2,"","Bilandzic et al 2012","10.1007/s00128-012-0716-6","n",9.69517967042604e-10
"166","ND","256","ND","182","16.5","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","5","liver",43.055953,15.506493,4.2,"","Bilandzic et al 2012","10.1007/s00128-012-0716-6","n",9.69517967042604e-10
"167","ND","380","ND","1115","42.7","ND","ND","Grampus griseus","Grampus","Delphinidae","Odontoceti","ug/g","WW","4","liver",43.055953,15.506493,4.3,"","Bilandzic et al 2012","10.1007/s00128-012-0716-6","n",9.69517967042604e-10
"168","ND","330","ND","1.87","1.12","1.15","0.193","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","3","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"169","ND","330","ND","0.524","0.435","0.459","0.001","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"170","ND","330","ND","3.99","2.48","1.79","0.77","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"171","ND","330","ND","192","6.43","85.4","1.81","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","4","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"172","ND","330","ND","17.9","1.17","24.5","0.001","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"173","ND","330","ND","372","3.2","142","5.45","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"174","ND","256","ND","143","13.8","42.8","5.31","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","4","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"175","ND","256","ND","29.6","4.93","5.94","0.001","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"176","ND","256","ND","381","21.1","81.9","9.55","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.2,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"177","185","380","0.4868421053","64.9","14.2","95.9","3.83","Grampus griseus","Grampus","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.3,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"178","288","380","0.7578947368","427","18.7","228.3","5.77","Grampus griseus","Grampus","Delphinidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.3,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"179","ND","700","ND","39","6.88","28.7","2.33","Ziphius cavirostris","Ziphius","Ziphiidae","Odontoceti","ug/g","WW","3","both",44.542792,14.070312,4.3,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"180","450","700","0.6428571429","9.62","2.08","6.36","1.03","Ziphius cavirostris","Ziphius","Ziphiidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.3,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"181","500","700","0.7142857143","90","10.5","71.2","3.94","Ziphius cavirostris","Ziphius","Ziphiidae","Odontoceti","ug/g","WW","1","both",44.542792,14.070312,4.3,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"182","1010","2500","0.404","0.015","0.001","0.001","0.001","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Mysticeti","ug/g","WW","1","both",44.542792,14.070312,3.4,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"183","1140","2500","0.456","0.22","0.158","0.96","0.09","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Mysticeti","ug/g","WW","1","both",44.542792,14.070312,3.4,"","Bilandzic et al 2015","10.2298/ABS140215116B","n",1.54526039097632e-09
"184","228","245","0.9306122449","43","ND","24","ND","Lagenorhynchus obliquidens","Lagenorhynchus","Delphinidae","Odontoceti","ug/g","WW","1","liver",51.72736,-5.663545,4.1,"","Blake et al 2001","Blake et al 2001","n",3.70831541588905e-10
"185","230","275","0.8363636364","12","ND","19","ND","Lagenorhynchus albirostris","Lagenorhynchus","Delphinidae","Odontoceti","ug/g","WW","2","liver",51.72736,-5.663545,4.2,"","Blake et al 2001","Blake et al 2001","n",3.70831541588905e-10
"186","219","256","0.85546875","146","ND","56","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","2","liver",51.72736,-5.663545,4.2,"","Blake et al 2001","Blake et al 2001","n",3.70831541588905e-10
